spectral_centroid,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,chroma_stft_C,chroma_stft_C#,chroma_stft_D,chroma_stft_D#,chroma_stft_E,chroma_stft_F,chroma_stft_F#,chroma_stft_G,chroma_stft_G#,chroma_stft_A,chroma_stft_A#,chroma_stft_B,chroma_cens_C,chroma_cens_C#,chroma_cens_D,chroma_cens_D#,chroma_cens_E,chroma_cens_F,chroma_cens_F#,chroma_cens_G,chroma_cens_G#,chroma_cens_A,chroma_cens_A#,chroma_cens_B,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,label,filename,source_file,segment_id
650.0689655725822,-102.11386108398438,100.74092102050781,22.088563919067383,27.43411636352539,13.415387153625488,0.25531089305877686,0.3701445460319519,0.2607502341270447,0.22500397264957428,0.35443824529647827,0.28398510813713074,0.27195537090301514,0.2879748046398163,0.6400821208953857,0.8813721537590027,0.31800907850265503,0.248809352517128,0.17350906133651733,0.3277801275253296,0.19125685095787048,0.2384176105260849,0.39637425541877747,0.21328620612621307,0.1566973179578781,0.1987006962299347,0.36294886469841003,0.493786096572876,0.17487458884716034,0.20042768120765686,0.12630817166340289,-0.08149716105552612,-0.27741440635640247,0.1388592139817763,-0.005782459776208495,0.0571117612742819,Adur,00051_seg0.wav,Adur/00051.wav,0
671.3309066370581,-71.3759536743164,102.32453155517578,16.193832397460938,30.677644729614258,14.976293563842773,0.07294836640357971,0.21235492825508118,0.052474673837423325,0.055284637957811356,0.27550339698791504,0.0707114040851593,0.028452694416046143,0.07236079126596451,0.37375691533088684,0.996656060218811,0.2526145875453949,0.1090417355298996,0.1097470074892044,0.34249430894851685,0.05582468956708908,0.12736663222312927,0.3990449607372284,0.09469000995159149,0.0048602428287267685,0.21414758265018463,0.41151249408721924,0.6481335163116455,0.10131366550922394,0.1516304314136505,0.2580624853260454,-0.09823957605304852,-0.42704223644919737,0.13542477651964724,0.030894983663502615,0.10223123797564769,Adur,00051_seg1.wav,Adur/00051.wav,1
629.9357430081338,-78.37165069580078,105.87039947509766,20.613908767700195,30.064298629760742,15.579212188720703,0.06071434170007706,0.2211959809064865,0.05764062702655792,0.04249127209186554,0.26543739438056946,0.07767514884471893,0.028789887204766273,0.08744664490222931,0.44351524114608765,0.9983795881271362,0.24969883263111115,0.07653550058603287,0.1165366843342781,0.33510681986808777,0.05563138425350189,0.09786169975996017,0.41272541880607605,0.13587968051433563,0.07178869843482971,0.25593313574790955,0.40237900614738464,0.6466763019561768,0.06141587346792221,0.06187983602285385,0.2227829766043036,-0.10400999494086724,-0.4246696272864942,0.16098289941437396,0.024484071814312544,0.08193627577740699,Adur,00051_seg2.wav,Adur/00051.wav,2
640.3766264770875,-100.87716674804688,101.37574768066406,22.695446014404297,27.812175750732422,14.892736434936523,0.2843916118144989,0.44553834199905396,0.24179822206497192,0.18949979543685913,0.38540685176849365,0.24235095083713531,0.1989254355430603,0.22878694534301758,0.505096971988678,0.934490442276001,0.3740150034427643,0.2896833121776581,0.1577809453010559,0.3404771685600281,0.22934651374816895,0.1810818463563919,0.40170466899871826,0.2847612798213959,0.12320955097675323,0.1810619831085205,0.39066606760025024,0.4855791926383972,0.16206644475460052,0.18292643129825592,0.15711599300600482,-0.08821861807040159,-0.3044201681265041,0.11384040094876123,0.024913902445473535,0.04848833788240044,Adur,00052_seg0.wav,Adur/00052.wav,0
607.5782560504911,-98.76554107666016,105.68869018554688,25.488910675048828,28.40090560913086,15.70090389251709,0.12039963155984879,0.34455713629722595,0.08878643065690994,0.10137145966291428,0.398232638835907,0.12417084723711014,0.06692313402891159,0.10730651766061783,0.42796069383621216,0.9490487575531006,0.2499338984489441,0.16677409410476685,0.1998731940984726,0.32307690382003784,0.13185155391693115,0.14332517981529236,0.3946892023086548,0.25318214297294617,0.16472099721431732,0.1355186104774475,0.3980504870414734,0.5768195390701294,0.16489402949810028,0.11842475831508636,0.19363662392328088,-0.13128651155675888,-0.358244476293644,0.1718656700552214,0.03701493870181661,0.056969495501387156,Adur,00052_seg1.wav,Adur/00052.wav,1
593.6027011635234,-93.33470153808594,107.65885925292969,27.148527145385742,31.17364501953125,14.289447784423828,0.10388513654470444,0.4888644814491272,0.10728034377098083,0.05047627538442612,0.29452499747276306,0.09602884948253632,0.031364064663648605,0.08032457530498505,0.47345489263534546,0.9326448440551758,0.20088864862918854,0.04432547837495804,0.19709017872810364,0.3810980021953583,0.09610368311405182,0.12490450590848923,0.4066881537437439,0.2056274265050888,0.10322509706020355,0.15832707285881042,0.4184837341308594,0.5625412464141846,0.07261963933706284,0.17237824201583862,0.15651397644547677,-0.1511312880292072,-0.4683124390833729,0.1793846551512462,0.04264626880346719,0.052597993975863434,Adur,00052_seg2.wav,Adur/00052.wav,2
641.4850858243904,-91.99617004394531,97.76832580566406,24.58934783935547,27.56127166748047,14.635811805725098,0.2839567959308624,0.21840423345565796,0.21216663718223572,0.22181254625320435,0.3349710702896118,0.22523659467697144,0.19179598987102509,0.26902320981025696,0.6420644521713257,0.9111848473548889,0.39148077368736267,0.427643746137619,0.2212788164615631,0.21677438914775848,0.228746235370636,0.2530524432659149,0.3825133740901947,0.21567903459072113,0.09134496748447418,0.224980890750885,0.3856554329395294,0.46181392669677734,0.1737329214811325,0.2813105583190918,0.1292699043323571,-0.07352456255253655,-0.179716067393132,0.1468638601990478,-0.03693884820525662,0.05126938710320525,Adur,00053_seg0.wav,Adur/00053.wav,0
639.5492334041943,-73.23342895507812,104.03589630126953,22.817893981933594,30.367380142211914,13.053605079650879,0.12312587350606918,0.30324047803878784,0.09057314693927765,0.09349119663238525,0.4790455102920532,0.13719958066940308,0.05688212439417839,0.09209881722927094,0.3931684195995331,0.9570346474647522,0.2173570990562439,0.12219485640525818,0.21130624413490295,0.41716131567955017,0.09608108550310135,0.11144542694091797,0.4345393180847168,0.20174933969974518,0.08575182408094406,0.14807985723018646,0.378616601228714,0.522976815700531,0.1070389375090599,0.22176361083984375,0.24912391094220565,-0.12321747259173409,-0.3816362324958815,0.20477157613137034,0.04472335405570694,0.06447778998139816,Adur,00053_seg1.wav,Adur/00053.wav,1
604.9179437832479,-82.91325378417969,104.85967254638672,24.833518981933594,31.163301467895508,12.304793357849121,0.08825187385082245,0.20719406008720398,0.0689808800816536,0.06446163356304169,0.28034520149230957,0.09889808297157288,0.04904809221625328,0.06803662329912186,0.33646100759506226,0.9999094605445862,0.2697513699531555,0.1375831812620163,0.1903567910194397,0.26552024483680725,0.15005025267601013,0.10504484921693802,0.4400777518749237,0.15564662218093872,0.07526193559169769,0.1312585026025772,0.39836326241493225,0.6213343739509583,0.1040734350681305,0.20986053347587585,0.26256204343361084,-0.08616757376301645,-0.4191205830832659,0.11253151002948814,0.023751810242906065,0.10553663787924543,Adur,00053_seg2.wav,Adur/00053.wav,2
649.0623068619545,-73.96918487548828,102.74463653564453,20.18700408935547,30.70075798034668,12.815217971801758,0.23772084712982178,0.3162025511264801,0.19862684607505798,0.16318467259407043,0.33012983202934265,0.17804273962974548,0.17218171060085297,0.18850131332874298,0.4623852074146271,0.962939441204071,0.36193928122520447,0.2302493155002594,0.1996603012084961,0.36962318420410156,0.10799480974674225,0.09394387155771255,0.34577956795692444,0.1501132994890213,0.10594208538532257,0.23445510864257812,0.3995290696620941,0.557673454284668,0.14992915093898773,0.2074975073337555,0.1919539813084138,-0.07313525684193398,-0.33140243705752,0.11783886936406456,0.020676264975529518,0.07753998668171297,Adur,00054_seg0.wav,Adur/00054.wav,0
